start	end	text
4032000	4034000	pero la let de 8 octagrax también está en el access
4036000	4038000	eso me permite cómo hacer
4038000	4040000	ese juego
4040000	4042000	no
4048000	4050000	ahora que tienes clientes
4050000	4052000	ya estoy pensando
4052000	4054000	que tienes clientes que están en este señor
4054000	4056000	pero le estás indicando la acción de 1 o 2
4062000	4064000	volviendo al caso de los clientes
4064000	4066000	si quieres agarrar uno de ti cualquiera
4070000	4072000	voy a ver este cliente que está en la let de 8
4072000	4074000	pero el access 2
4074000	4076000	y vas a tener otro que está en la let de 8
4076000	4078000	pero el access 1
4078000	4080000	entonces
4080000	4082000	al final lo que te sirve esa vez
4082000	4084000	es cómo está distribuida la carga
4084000	4086000	entre estos señores para una misma hora
4088000	4090000	me extendí un poco pero quedó claro
4090000	4092000	ya
4094000	4096000	volviendo a la let
4100000	4102000	de la let como tal
4102000	4104000	es básicamente eso
4104000	4106000	lo que estoy poniendo aquí
4106000	4108000	y luego el puerto
4108000	4110000	y el botón de probar con el chopper
4110000	4112000	esta puerta también es importante tenerla
4112000	4114000	mira
4114000	4116000	indique cuál es la marca y qué es la marca
4116000	4118000	tenemos administrativa
4118000	4120000	y no hay que listar usuarios
4120000	4122000	nada
4122000	4124000	de velocidad
4124000	4126000	nada así
4126000	4128000	si es que llegamos a funcionar lápiz
4132000	4134000	te digo
4134000	4136000	preferiría no
4136000	4138000	por qué razón
4138000	4140000	porque esta jodleta es
4142000	4144000	el CTU es muy
4144000	4146000	endeble
4146000	4148000	no son muy buenos
4148000	4150000	para procesar
4150000	4152000	ellos son buenos para darle
4152000	4154000	continuidad al tráfico de los clientes
4154000	4156000	como que bueno recibo por aquí y saco por allá
4156000	4158000	chévere eso lo hacen bien
4158000	4160000	pero de ellos tener que hacer algo
4162000	4164000	de hecho
4164000	4166000	se reinicia
4166000	4168000	cuando la mandas mucho a vainas se reinicia
4168000	4170000	entonces tumba los clientes y lo vuelve a levantar
4170000	4172000	si les piden mucho
4172000	4174000	el CTU se dispara al 100%
4174000	4176000	entonces
4176000	4178000	ese tipo de cosas es mejor mantenerlos al mismo
4178000	4180000	lo ideal para ver ese tipo de cosas
4180000	4182000	en el tráfico del cliente
4182000	4184000	es
4184000	4186000	o aquí
4186000	4188000	el propio
4188000	4190000	el propio equipo core
4190000	4192000	que yo tengo
4192000	4194000	yo tengo lo que es
4194000	4196000	los cubes, las colas
4196000	4198000	y yo puedo entrar en una cola
4198000	4200000	específica y él me muestra un consumo
4200000	4202000	en tiempo real
4202000	4204000	para este contrato
4206000	4208000	ese es para verlo en tiempo real
4208000	4210000	y si quiero ver el histórico
4212000	4214000	le voy a hacer de verdad
4218000	4220000	no voy a abrirlo
4220000	4222000	pero si yo me meto en session
4224000	4226000	el archivo grande que está
4226000	4228000	ah bueno
4228000	4230000	el archivo grande que está
4230000	4232000	se duele
4236000	4238000	le cuesta abrir
4238000	4240000	aquí en el Linux
4240000	4242000	de hecho se pega si lo hago
4242000	4244000	si yo abro esto
4244000	4246000	me va a pegar
4246000	4248000	me voy a tener que cerrar
4248000	4250000	en el Windows si me abre
4250000	4252000	mejor
4252000	4254000	pero básicamente lo que tiene
4254000	4256000	es una base de datos
4256000	4258000	de este
4258000	4260000	aquí está activo
4260000	4262000	ah bueno estuvo conectado desde hoy
4262000	4264000	a las 12 del mediodía
4264000	4266000	hasta las 4 de la tarde
4266000	4268000	y te guardas el registro de cuando
4268000	4270000	consumió
4270000	4272000	y te guardas el registro de
4274000	4276000	cuando consumió
4276000	4278000	y se queda como el histórico del consumo
4284000	4286000	pero bueno, esas dos cosas
4286000	4288000	son cosas donde las verías idealmente
4288000	4290000	esto si sería el momento
4290000	4292000	de agregarlo y sería mejor
4292000	4294000	dentro del contrato que hubiese un item de valor
4294000	4296000	el por cada uno
4296000	4298000	consumo actual
4298000	4300000	que se vaya del equipo core
4300000	4302000	busque la cola y te muestre la gráfica
4302000	4304000	en tiempo real del consumo
4304000	4306000	ah muestrame el histórico
4306000	4308000	ah bueno
4308000	4310000	da ya el histórico y vea
4310000	4312000	cuánto está consumiendo ahora
4312000	4314000	pero que se mete en el value
4314000	4316000	ninguna de esas dos está
4316000	4318000	no
4318000	4320000	él no sabe nada
4320000	4322000	si está viva, está muerta
4322000	4324000	no sabe nada
4324000	4326000	tú le pides que haga el hace
4326000	4328000	pero él no sabe, no tiene estados
4328000	4330000	no maneja estados
4334000	4336000	lo parecimos porque de hecho
4336000	4338000	radio está hecho también
4338000	4340000	dentro de radio hay un tercer item
4340000	4342000	que es accounting
4342000	4344000	que
4344000	4346000	viene a llevar registros asociados
4346000	4348000	a este cliente
4348000	4350000	entonces por ahí es donde él le reporta
4350000	4352000	que él ha consumido tanto
4358000	4360000	ya hablamos de OLT
4360000	4362000	hablamos de esto
4362000	4364000	OLT, consumo como tal
4364000	4366000	OLT
4366000	4368000	si además vamos a mantener un tema
4368000	4370000	de status pero
4370000	4372000	preferiblemente el tema de
4372000	4374000	conectar y aprovisionar cliente
4374000	4376000	status
4376000	4378000	lo mismo, bueno
4378000	4380000	hay que ver el cpu, el que monitorea memoria
4380000	4382000	que monitorea esas cosas pero lo mismo
4382000	4384000	aprovisionar que es
4384000	4386000	agregar cliente
4386000	4388000	configurarlo, instalarlo
4388000	4390000	agregarlo
4390000	4392000	aclaro con esta parte
4394000	4396000	no sé si le das una foto a esta
4400000	4402000	y una nave 8.3
4406000	4408000	a ver 11
4408000	4410000	por si que hay como enchufarla
4410000	4412000	y como enchufarla
4412000	4414000	al celular
4416000	4418000	no sé si el cable
4418000	4420000	es largo
4420000	4422000	no se la crea otra vez
4432000	4434000	yo no la he comprado en el video todavía
4436000	4438000	no sé si la carga
4438000	4440000	no se la crea
4446000	4448000	no
4448000	4450000	no se la crea
4468000	4470000	no se la crea
4478000	4480000	con el chuche o el PC
4480000	4482000	intenta conectarlo aquí directamente a ver si
4482000	4484000	se cae
4484000	4486000	si no la conecto
4486000	4488000	si la cobra va a salir
4488000	4490000	no la conecto
4492000	4494000	ahí tiene la parte de arriba
4494000	4496000	ok
4498000	4500000	vamos a pasar
4500000	4502000	al
4506000	4508000	tarjeta OLT
4508000	4510000	cuando tu entras en una
4510000	4512000	OLT
4512000	4514000	y le puedes indicar tarjeta
4516000	4518000	este
4518000	4520000	no es que vea
4520000	4522000	no es que vea
4522000	4524000	si la escrita también va a ser como
4524000	4526000	un numerito nada más que
4526000	4528000	no importa
4528000	4530000	si porque pasa es que
4530000	4532000	las boletas que nosotros tenemos
4532000	4534000	físicamente
4534000	4536000	esta fundada en unidad
4536000	4538000	es como si tuvieras una sola
4538000	4540000	tarjeta pero existe
4540000	4542000	un bolete que tu le puedes insertar
4542000	4544000	varias tarjetas
4544000	4546000	por eso es que existe este
4546000	4548000	pero
4548000	4550000	es bueno tenerlo
4550000	4552000	con las tarjetas boletas
4552000	4554000	este
4556000	4558000	esta
4558000	4560000	y
4560000	4562000	hay que dejar la cantidad
4562000	4564000	de la tarjeta OLT
4564000	4566000	y a esta
4570000	4572000	lo importante de la tarjeta OLT es indicar
4572000	4574000	el numerito
4580000	4582000	chico
4582000	4584000	chico chico
4584000	4586000	chico
4596000	4598000	lo importante de la tarjeta es decirle
4598000	4600000	por eso la cantidad de puertos que tiene
4600000	4602000	luego que tu le indicas
4602000	4604000	la cantidad de puertos
4604000	4606000	por ejemplo
4606000	4608000	el te crea
4608000	4610000	de los puertos
4610000	4612000	los que
4612000	4614000	son así
4614000	4616000	múltiples tarjetas
4616000	4618000	pueden tener diferentes
4618000	4620000	cantidades de puertos en el mismo bolete
4620000	4622000	la misma bolete puede tener
4622000	4624000	varias tarjetas
4624000	4626000	puede tener una tarjeta de 8
4626000	4628000	una de 16
4628000	4630000	siempre son potenciados
4630000	4632000	son 4, 8, 16
4632000	4634000	y
4634000	4636000	siempre son
4636000	4638000	potenciados
4638000	4640000	4, 8, 16
4640000	4642000	aunque yo sepa no hay 32
4642000	4644000	pero
4644000	4646000	generalmente llega hasta 16
4646000	4648000	potenciados
4648000	4650000	es bien
4650000	4652000	¿que hay ahora?
4652000	4654000	no estoy ocupado
4654000	4656000	no estoy ocupado
4656000	4658000	no estoy ocupado
4658000	4660000	no estoy ocupado
4660000	4662000	no estoy ocupado
4662000	4664000	no estoy ocupado
4664000	4666000	no estoy ocupado
4666000	4668000	son las 12
4670000	4672000	tu crees que no estoy viendo la hora
4672000	4674000	que hace que...
4676000	4678000	este
4678000	4680000	ahora pruebo
4682000	4684000	puerto
4684000	4686000	cada tarjeta puede tener
4686000	4688000	un número de puertos
4688000	4690000	puede tener
4690000	4692000	puertos
4692000	4694000	entonces hay que abrir
4694000	4696000	este
4700000	4702000	este
4702000	4704000	en los puertos
4706000	4708000	de esta manera es muy sencillo
4710000	4712000	pero
4714000	4716000	aquí es donde si
4716000	4718000	a mi parece hay como más
4718000	4720000	información valiosa que hay
4720000	4722000	que usar
4722000	4724000	que sale de los puertos
4724000	4726000	que sea importante
4726000	4728000	uno
4730000	4732000	es lo que llama
4732000	4734000	total pong
4738000	4740000	voy a ponerlo para decirlo
4740000	4742000	este es el máximo número de puertos
4752000	4754000	el máximo número de puertos
4754000	4756000	el máximo número de puertos
4756000	4758000	se está pondiendo hasta 128
4758000	4760000	pero hay otros
4760000	4762000	que pueden tener 50
4762000	4764000	depende de la tarjeta
4764000	4766000	depende de la tarjeta, depende de la tecnología
4766000	4768000	depende de la empresa
4768000	4770000	porque
4770000	4772000	de hecho hay una recomendación que te dice que
4772000	4774000	queríamos llegar hasta 64
4774000	4776000	físicamente
4776000	4778000	lo puedes llegar hasta 128
4778000	4780000	si quieres plata
4780000	4782000	para el máximo puerto
4782000	4784000	vamos a sacarle plata
4784000	4786000	a 125
4786000	4788000	este
4788000	4790000	total pong
4792000	4794000	el siguiente item
4794000	4796000	es la villain
4796000	4798000	no corporativo
4798000	4800000	que se muestra
4800000	4802000	villain
4806000	4808000	que se muestra
4808000	4810000	villain
4812000	4814000	y se villain
4818000	4820000	deben haber
4820000	4822000	dos tipos de villain dentro del paquete
4822000	4824000	pero por ahora siempre están en el mismo
4824000	4826000	eventualmente si hay que indicar
4826000	4828000	los dos
4832000	4834000	luego de esto
4834000	4836000	además para meternos
4836000	4838000	usted
4838000	4840000	está el
4844000	4846000	tipo de dirección
4846000	4848000	IP
4862000	4864000	esto siempre lo ponemos como
4866000	4868000	IP asignado
4868000	4870000	por sistema
4876000	4878000	el IP asignado
4878000	4880000	por sistema
4880000	4882000	en el momento que tú lo colocas
4882000	4884000	te abre esto aquí abajo
4886000	4888000	que esto es
4890000	4892000	si quiero tomar una foto de él
4902000	4904000	esto es
4904000	4906000	esto es
4906000	4908000	el puerto pong
4914000	4916000	bien asignado
4916000	4918000	esta por detrás
4922000	4924000	y full IP
4928000	4930000	esto es básicamente de donde va a sacar
4930000	4932000	las IPs que le va a asignar
4932000	4934000	a la opción
4936000	4938000	se le indicó un segmento
4938000	4940000	generalmente barro 25
4940000	4942000	entonces 3.1
4944000	4946000	siempre 3
4948000	4950000	y es el que le
4950000	4952000	te la gana
4952000	4954000	nosotros tenemos
4954000	4956000	un direccionamiento IP
4956000	4958000	donde
4960000	4962000	por nodo
4964000	4966000	por zona
4968000	4970000	y tenemos que decir la red
4970000	4972000	que estamos juntando para cada uno
4972000	4974000	de los combos
4974000	4976000	definimos uno aquí y ese es el que creamos
4980000	4982000	porque si asignamos
4982000	4984000	las IPs las asignamos
4984000	4986000	dependiendo del fondo
4986000	4988000	donde esté
4988000	4990000	de la zona donde esté
4990000	4992000	tenemos una IP
4992000	4994000	para que al final este es un cliente
4994000	4996000	se le asignaron las IPs
4998000	5000000	y eso no es
5002000	5004000	dejar de usar ese Excel
5004000	5006000	para que todo se automatice acá
5006000	5008000	este
5008000	5010000	no no
5010000	5012000	definitivamente
5014000	5016000	este
5016000	5018000	ese punto
5018000	5020000	es que a ver por ejemplo
5020000	5022000	WISControl
5022000	5024000	WISControl si tenía un apartado
5024000	5026000	donde tu indicabas las full IPs
5026000	5028000	que existen
5028000	5030000	y luego aquí lo que hacías era llamar
5030000	5032000	a esos full IPs
5032000	5034000	y la automatización
5034000	5036000	en si
5038000	5040000	por lo menos en la documentación si se puede hacer
5040000	5042000	el documento en full
5042000	5044000	y luego lo que hacer es asignarlo
5044000	5046000	por phone
5048000	5050000	pero ahora la configuración
5050000	5052000	como tal
5052000	5054000	si es otra historia
5054000	5056000	si se puede hacer pero más allá
5056000	5058000	en el mismo tema que hablábamos
5058000	5060000	hace rato de
5060000	5062000	que tanto se puede ir automatizando
5062000	5064000	las funciones del tipo
5064000	5066000	como que por nodo
5066000	5068000	tenía decir una lista de rangos
5068000	5070000	y aquí escojeron
5072000	5074000	por nodo
5074000	5076000	tanto por nodo
5076000	5078000	pero si hay unas zonas de
5078000	5080000	aquí se complica un poquito
5080000	5082000	la historia
5082000	5084000	se complica un poquito la historia porque
5084000	5086000	este no está estructurado a la red
5086000	5088000	en los nodos
5088000	5090000	a mí me depende de si algunos
5090000	5092000	de otros
5092000	5094000	tienes nodos que conectan como
5094000	5096000	un nodo
5096000	5098000	y uno de esos nodos sale en internet
5098000	5100000	entonces la asignación IP
5100000	5102000	viene encajada por esa idea
5102000	5104000	por ejemplo
5104000	5106000	tienes, la sale en internet
5106000	5108000	conecta como un nodo
5108000	5110000	que es alta gracia
5110000	5112000	y alta gracia sale en otros nodos
5112000	5114000	que son visables, que son
5114000	5116000	centros, que son parte central
5116000	5118000	entonces todos ellos
5118000	5120000	tienen
5120000	5122000	pools de espejo
5122000	5124000	común
5126000	5128000	al mismo tiempo si
5128000	5130000	como dijiste unos pools
5130000	5132000	por nodo como tal
5132000	5134000	entonces por ejemplo voy a tomar el mismo tiempo
5134000	5136000	que ejemplo que te estaba
5136000	5138000	decir que es alta gracia
5138000	5140000	si hay también
5140000	5142000	en la asignación por nodo
5142000	5144000	estos 10.90
5146000	5148000	son parques central
5148000	5150000	10.91
5152000	5154000	son
5154000	5156000	son prisávidos
5156000	5158000	10.94
5158000	5160000	alta gracia como tal
5160000	5162000	si hay unos pools
5162000	5164000	asignados por
5166000	5168000	por nodo
5168000	5170000	pero
5170000	5172000	pero
5172000	5174000	no me interesa más
5174000	5176000	la asignación
5176000	5178000	eso va a tener
5178000	5180000	si vamos a llegar a eso
5180000	5182000	pero
5182000	5184000	yo diré que todavía no
5184000	5186000	no
5186000	5188000	no acondillamos ni en culo
5190000	5192000	en el momento en que empecemos a
5192000	5194000	quitar cuestiones, quitar esto de
5194000	5196000	que tal estaba y documentando más en todo
5196000	5198000	todo eso
5200000	5202000	estamos hablando de la red
5202000	5204000	estamos hablando de la máscara
5214000	5216000	y 4.3
5218000	5220000	IPS disponible
5220000	5222000	y
5224000	5226000	un detalle que si es bueno
5226000	5228000	que tienes en cuenta
5228000	5230000	este punto es importante
5238000	5240000	4.3.1
5244000	5246000	se deben
5246000	5248000	poder
5250000	5252000	usar
5252000	5254000	todas
5254000	5256000	las
5256000	5258000	IPS
5260000	5262000	disponibles
5268000	5270000	en
5270000	5272000	red
5272000	5274000	este punto es importante
5274000	5276000	porque qué pasa
5276000	5278000	la red
5278000	5280000	en total
5280000	5282000	son 128
5282000	5284000	pero por temas de
5284000	5286000	cómo se hace
5286000	5288000	se separan las redes
5288000	5290000	y generalmente siempre te quedan dos por fuera
5290000	5292000	que son la primera y la última
5292000	5294000	pero esa es una clase
5294000	5296000	de hecho
5296000	5298000	nosotros nos interesa en usarla 128
5298000	5300000	y que es muy bien
5300000	5302000	entonces muchas veces le toca
5302000	5304000	ya cuando llegan
5304000	5306000	hasta 126 y quedan
5306000	5308000	dos disponibles y se agregan esos dos clientes
5308000	5310000	disponibles, entonces te toca
5310000	5312000	hacerlos a mano
5312000	5314000	y te toca hacer un cambio en la vaina
5314000	5316000	para que la aplicación funcione
5316000	5318000	por cómo está hecho o que no permite
5318000	5320000	que él mismo se te de las
5320000	5322000	entonces termina él
5322000	5324000	haciéndolas a mano
5324000	5326000	en O
5326000	5328000	a través de un botón especial
5328000	5330000	que son estos
5330000	5332000	acción
5332000	5334000	a asignar el IP manualmente
5334000	5336000	y él le pone el IP manualmente
5336000	5338000	y este asignar el IP manualmente
5338000	5340000	se salta las reglas aquí
5340000	5342000	se pone el IP manual
5342000	5344000	solo mira, esta es la IP que tiene
5344000	5346000	y se salta
5346000	5348000	pero la idea es que se puede usar
5348000	5350000	todo, son 128
5350000	5352000	que puede usar los 128
5352000	5354000	fíjate que
5354000	5356000	por último
5358000	5360000	está este
5360000	5362000	el
5368000	5370000	que
5370000	5372000	relaciona
5378000	5380000	7
5380000	5382000	7
5382000	5384000	relacionarse
5384000	5386000	es esto que ves aquí
5386000	5388000	el hecho de que
5388000	5390000	como él va a ir asignando las IPs
5390000	5392000	por clientes
5392000	5394000	le asignan un IP a cada cliente
5394000	5396000	él va
5396000	5398000	documentando
5398000	5400000	que IP tiene cada cliente
5402000	5404000	que se agrega en ese cuerpo
5404000	5406000	y esto tiene
5406000	5408000	dos funciones importantes
5408000	5410000	no solo la asignación del IP en sí
5410000	5412000	sino también
5412000	5414000	que ya con esto
5414000	5416000	sabes
5416000	5418000	este
5418000	5420000	que estos clientes que ves aquí
5420000	5422000	van a agarrar la información
5422000	5424000	asociada
5424000	5426000	del POM
5426000	5428000	del AOLT
5428000	5430000	y del equipo POM
5430000	5432000	y esto será el momento
5432000	5434000	que creas el contrato
5434000	5436000	creas el contrato y le dices
5436000	5438000	cual
5438000	5440000	caja nabla
5440000	5442000	saben que foto esta y le asignan la IP
5442000	5444000	y
5444000	5446000	se la dice
5446000	5448000	a los routers
5448000	5450000	como él sabe que esta en ese POM
5450000	5452000	que sabe que esta en ese AOLT
5452000	5454000	entonces ya saben
5454000	5456000	donde esta y todo eso
5456000	5458000	y si se la
5458000	5460000	te la dice
5460000	5462000	no a los routers
5462000	5464000	eh
5464000	5466000	por ejemplo
5466000	5468000	es porque
5468000	5470000	cuando el cliente conecta
5470000	5472000	que ya se le habilitado
5472000	5474000	todos los parámetros
5474000	5476000	de WLT
5476000	5478000	ya el resto
5478000	5480000	lo hace de configuración interna del cuerpo
5480000	5482000	porque el cliente
5482000	5484000	cuando todo
5484000	5486000	fíjate que todo el tema de activar al cliente
5486000	5488000	esta casado directamente
5488000	5490000	con la WLT
5490000	5492000	porque el tema de la vida
5492000	5494000	si bien porque, si no se queda, todo eso
5494000	5496000	normalmente es de WLT
5496000	5498000	pero una vez que se configura es como si ya creaste el puente
5498000	5500000	para que el cliente pueda subir al POT
5500000	5502000	pero ya la comunicación cliente
5502000	5504000	es POT
5504000	5506000	es por radio
5506000	5508000	entonces
5510000	5512000	el tema de asignar la IP
5514000	5516000	si
5516000	5518000	si es si
5518000	5520000	pero es a través
5520000	5522000	del radio
5522000	5524000	lo cual lleva a un punto importante
5524000	5526000	que es que
5528000	5530000	este
5530000	5532000	este punto es importante
5532000	5534000	hay que hacerlo
5534000	5536000	o no
5538000	5540000	ok
5540000	5542000	este
5544000	5546000	así
5546000	5548000	asignar
5552000	5554000	los parámetros
5560000	5562000	del cliente
5566000	5568000	en radio
5568000	5570000	como se aleja
5574000	5576000	este
5590000	5592000	es que esta parte
5592000	5594000	de la IP
5594000	5596000	si él se la tiene con mi cabeza de radio
5596000	5598000	si él se la tiene con mi cabeza de radio
5600000	5602000	este
5602000	5604000	es clartor
5604000	5606000	si
5614000	5616000	es como en que a las 12
5616000	5618000	ya
5628000	5630000	así ya
5630000	5632000	vamos a cerrar
5634000	5636000	pero bueno
5636000	5638000	vamos a hacer
5638000	5640000	un radio
5640000	5642000	entonces
5642000	5644000	ya lo quemamos
5644000	5646000	el contrato
5648000	5650000	este
5650000	5652000	se le va
5652000	5654000	cuando se llega
5654000	5656000	se le asigna una cajana
5656000	5658000	esta parte con el mismo
5658000	5660000	ya la cajana
5660000	5662000	está bien está mal pero se agrega
5662000	5664000	pero ahora la cajana
5664000	5666000	va casada con
5666000	5668000	el puerto
5668000	5670000	el efectivo del POM
5670000	5672000	el puerto POM
5672000	5674000	a su vez va casada con la tarjeta
5674000	5676000	que va a ser casada con el equipo
5676000	5678000	y va casada con el equipo
5678000	5680000	con el equipo
5680000	5682000	entonces en el momento
5682000	5684000	en que al cliente se le dice
5684000	5686000	mira tu estas en esta
5686000	5688000	cajana
5688000	5690000	como se sabe que pertenece este POM
5690000	5692000	que era todos los parámetros del POM
5692000	5694000	que vimos hoy
5694000	5696000	es que bueno se sabe de donde se van a sacar las IP
5696000	5698000	se sabe en la vida en que va a estar casada con ese cliente
5702000	5704000	luego
5704000	5706000	se sabe que ese POM
5706000	5708000	pertenece a este tablete
5708000	5710000	entonces de ahí donde se va a sacar
5710000	5712000	la parte que decía James Power
5712000	5714000	la parte que decía Ticcom
5714000	5716000	la parte que decía
5716000	5718000	osea los parámetros de estos chiquiticos
5718000	5720000	que están todos habilitados en el tablete
5722000	5724000	de la parte core
5728000	5730000	actualmente no
5730000	5732000	a nivel de odor
5732000	5734000	no hay
5734000	5736000	un requerimiento como tal por ahora
5740000	5742000	pero ya con esos parámetros
5742000	5744000	ya el cliente va a poder hablar con el equipo
5744000	5746000	y luego lo demás
5748000	5750000	si se hace manualmente
5750000	5752000	ah bueno pero ya hay un último punto
5752000	5754000	que es el tema de
5754000	5756000	la información del cliente del radio
5756000	5758000	que esto si no está aquí
5758000	5760000	esto si no está aquí
5770000	5772000	ya es el inicio porque no quiero
5774000	5776000	cliente
5776000	5778000	se le dice Cajaná
5778000	5780000	Cajaná
5780000	5782000	va con un puerto POM
5782000	5784000	que está casado
5784000	5786000	con una tarjeta
5786000	5788000	de un equipo
5788000	5790000	que está casado
5790000	5792000	las mangas no les interesan
5792000	5794000	este
5794000	5796000	a no son
5796000	5798000	a mi
5798000	5800000	personalmente no
5800000	5802000	si es importante
5802000	5804000	se puede ser importante más con un tema
5804000	5806000	o nivel de proyecto
5806000	5808000	o sea geográfico
5808000	5810000	si que esto va de la mano con el tema de la caja
5810000	5812000	Cajaná como tal
5812000	5814000	pero
5814000	5816000	todo
5816000	5818000	pero además no tanto
5818000	5820000	porque es un tema de split secundario
5820000	5822000	también
5822000	5824000	es un tema físico asociado con el tema de la caja
5832000	5834000	va
5838000	5840000	fíjate que
5840000	5842000	eh
5842000	5844000	ah bueno
5844000	5846000	no hablamos del tema ONOID
5846000	5848000	no es cierto
5848000	5850000	pero bueno
5850000	5852000	por lo menos la IP la sacó
5852000	5854000	de donde
5854000	5856000	porque están
5856000	5858000	el ONOID
5858000	5860000	el también lo jala
5860000	5862000	bueno no hemos hablado del ONOID
5862000	5864000	ya vamos
5864000	5866000	el
5866000	5868000	el service port
5868000	5870000	ya vamos
5870000	5872000	bueno
5872000	5874000	todo esto está relacionado
5874000	5876000	chévere
5876000	5878000	y eso lo entendemos hasta ahora
5878000	5880000	ahora bien
5880000	5882000	la parte que
5882000	5884000	si hay que buscar agregar que si es importante
5884000	5886000	de canal
5886000	5888000	radio
5888000	5890000	bueno bueno
5890000	5892000	ya yo sé
5892000	5894000	como voy a configurar la blt
5894000	5896000	a la hora de activar a un cliente
5896000	5898000	para que el cliente levanta el servicio
5898000	5900000	pero hay una ultima parte
5900000	5902000	que si no está indicada aquí
5902000	5904000	que es el como
5904000	5906000	este
5906000	5908000	se autentica el cliente de
5908000	5910000	vía radio
5910000	5912000	esto no está indicado aquí
5912000	5914000	porque esto es algo que netamente
5914000	5916000	es la gente de este ojo
5916000	5918000	hizo ellos internamente
5918000	5920000	entonces una caja se va
5920000	5922000	una caja negra, ellos no nos muestran
5922000	5924000	casi nada de eso
5924000	5926000	pero aquí es donde entra
5928000	5930000	que información le pasa al cliente
5930000	5932000	es esto
5934000	5936000	si puedes tomar una foto
5940000	5942000	puedes tomar una foto todo completo
5954000	5956000	esta información
5956000	5958000	es la que se carga
5958000	5960000	en el servidor radio
5970000	5972000	cuando los clientes
5972000	5974000	cuando un hotel todo se crea
5974000	5976000	nada más en la correlación
5976000	5978000	hay que cargar esta información al cliente
5978000	5980000	en el servidor radio para que pueda autenticarse
5980000	5982000	para que pueda levantar el servicio
5982000	5984000	esta es la información que se va a cargar
5986000	5988000	y lo que se va a cargar
5988000	5990000	en el servidor radio es esto
5990000	5992000	hay un usuario
5992000	5994000	que fíjate que este número
5994000	5996000	05 325
5996000	5998000	ese número es
5998000	6000000	el número control
6002000	6004000	hay un número SEM
6004000	6006000	siempre es las euros
6006000	6008000	hay otro
6010000	6012000	se agrega esto de grupos clientes
6012000	6014000	porque esta es la aparición para nosotros
6016000	6018000	está el SHARE USERS
6022000	6024000	es como cuantos clientes pueden compartir
6024000	6026000	a este usuario y encontrarse en el mismo tiempo
6028000	6030000	y último tiene
6030000	6032000	la IP
6032000	6034000	que de donde la va a sacar
6034000	6036000	¿de donde va a sacar IP?
6036000	6038000	del cuarto POM
6040000	6042000	y está el plan
6042000	6044000	NICRO TRIP GRAY LINIT
6044000	6046000	este es el ancho de banda
6050000	6052000	ULTRA FIBRA 200 MEGA PLAN
6052000	6054000	y todo eso se lo dice al router
6056000	6058000	al radio
6058000	6060000	y
6062000	6064000	y aquí en la UNO
6066000	6068000	la UNO realmente nunca se entera del plan
6068000	6070000	pero la IP si
6070000	6072000	¿que pasa?
6074000	6076000	para cubrir la parte que esta
6076000	6078000	la UNO no tiene que tener esa USB clave
6078000	6080000	no si
6080000	6082000	pero es su suerte
6082000	6084000	que clave
6084000	6086000	se llenan
6088000	6090000	este es
6090000	6092000	de los botones
6092000	6094000	que te lanzan
6098000	6100000	configura WAN
6102000	6104000	este que dice WAN
6104000	6106000	no se que es la Lola
6106000	6108000	tiene usuario y contraseño
6112000	6114000	y eso es como
6114000	6116000	este botón de aquí arriba
6118000	6120000	se dice INTERNET
6122000	6124000	UNO CONFIGUAN
6126000	6128000	hay un momento de configurar
6128000	6130000	entre los parámetros que se configuran en el OLT
6130000	6132000	este botón
6132000	6134000	lo que hace es decirle al OLT
6134000	6136000	mira
6136000	6138000	este
6138000	6140000	configura a la UNO
6140000	6142000	con este usuario y contraseño
6148000	6150000	entonces
6150000	6152000	para convertirlo en un módulo mas
6154000	6156000	para convertirlo en un módulo mas
6156000	6158000	para no
6158000	6160000	radio
6162000	6164000	en la parte de radio
6164000	6166000	hay 3 involucrados
6168000	6170000	tienes
6170000	6172000	la UNO
6172000	6174000	tienes
6174000	6176000	la UNO
6176000	6178000	tienes
6178000	6180000	la UNO
6180000	6182000	tienes
6182000	6184000	el tipo core
6186000	6188000	y tienes
6188000	6190000	el server
6194000	6196000	el server radio
6202000	6204000	y tienes
6210000	6212000	como hacer la comunicación
6212000	6214000	UNO
6216000	6218000	UNO
6220000	6222000	habla
6222000	6224000	con
6224000	6226000	core
6228000	6230000	vía
6230000	6232000	vía
6232000	6234000	vía
6236000	6238000	básicamente le dices
6238000	6240000	mira quiero internet
6240000	6242000	dos
6244000	6246000	por
6250000	6252000	habla
6254000	6256000	con
6260000	6262000	server
6262000	6264000	radio
6268000	6270000	la UNO no se está identificando como nada
6270000	6272000	este
6272000	6274000	mando usuario y contraseño
6276000	6278000	y se lo pone el instalador manual
6280000	6282000	no
6282000	6284000	cuando tu le das a este
6284000	6286000	botón
6286000	6288000	config one
6288000	6290000	y el LTE
6290000	6292000	pero automáticamente lo que hace eso es que el LTE
6292000	6294000	le dice a la UNO
6294000	6296000	mira esta es la otra comunicación que da un poco
6296000	6298000	entonces
6298000	6300000	ODO
6300000	6302000	usa la LTE como intermediario
6302000	6304000	para configurar
6304000	6306000	la UNO
6306000	6308000	entonces eso es lo que permite que la UNO nada mas
6308000	6310000	la conecte y luego todo se
6310000	6312000	configura rematamente
6312000	6314000	ok
6314000	6316000	entonces ODO no habla con el cuerpo y ya te puede
6316000	6318000	luego dos
